,EDITION,Year,Market,Newspaper,MarketAndNewspaper,TotalCirculation,Owner
1699,Friday,2017,caledonia,sachem extra haldimand county news,caledonia sachem extra haldimand county news,,ontario ltd.
1700,Friday,2018,caledonia,sachem extra haldimand county news,caledonia sachem extra haldimand county news,,ontario ltd.
302,Friday,2013,cambridge,cambridge times,cambridge times,42992.0,metroland media group ltd.
307,Thursday,2013,cambridge,cambridge times,cambridge times,48113.0,metroland media group ltd.
314,Tuesday,2013,cambridge,cambridge times,cambridge times,43185.0,metroland media group ltd.
303,Friday,2014,cambridge,cambridge times,cambridge times,43183.0,metroland media group ltd.
308,Thursday,2014,cambridge,cambridge times,cambridge times,48367.0,metroland media group ltd.
315,Tuesday,2014,cambridge,cambridge times,cambridge times,43389.0,metroland media group ltd.
304,Friday,2015,cambridge,cambridge times,cambridge times,42969.0,metroland media group ltd.
309,Thursday,2015,cambridge,cambridge times,cambridge times,48168.0,metroland media group ltd.
316,Tuesday,2015,cambridge,cambridge times,cambridge times,42956.0,metroland media group ltd.
305,Friday,2016,cambridge,cambridge times,cambridge times,,metroland media group ltd.
310,Thursday,2016,cambridge,cambridge times,cambridge times,46877.0,metroland media group ltd.
317,Tuesday,2016,cambridge,cambridge times,cambridge times,41666.0,metroland media group ltd.
306,Friday,2017,cambridge,cambridge times,cambridge times,,metroland media group ltd.
311,Thursday,2017,cambridge,cambridge times,cambridge times,46295.0,metroland media group ltd.
318,Tuesday,2017,cambridge,cambridge times,cambridge times,41054.0,metroland media group ltd.
312,Thursday,2018,cambridge,cambridge times,cambridge times,45733.0,metroland media group ltd.
319,Tuesday,2018,cambridge,cambridge times,cambridge times,40898.0,metroland media group ltd.
313,Thursday,2019,cambridge,cambridge times,cambridge times,44949.0,metroland media group ltd.
320,Tuesday,2019,cambridge,cambridge times,cambridge times,40511.0,metroland media group ltd.
321,Thursday,2013,campbellford&northwest,campbellford northwest emc,campbellford northwest emc,11630.0,metroland media group ltd.
2561,Thursday,2014,campbellford,trent hills independent,campbellford trent hills independent,11750.0,metroland media group ltd.
2562,Thursday,2015,campbellford,trent hills independent,campbellford trent hills independent,10754.0,metroland media group ltd.
2563,Thursday,2016,campbellford,trent hills independent,campbellford trent hills independent,10524.0,metroland media group ltd.
2564,Thursday,2017,campbellford,trent hills independent,campbellford trent hills independent,,metroland media group ltd.
2356,Tuesday,2013,canada,the lights of homeland,canada the lights of homeland,1408.0,lithuanian can. r. c. cultural soc. inc.
2357,Tuesday,2014,canada,the lights of homeland,canada the lights of homeland,1217.0,lithuanian can. r. c. cultural soc. inc.
2358,Tuesday,2015,canada,the lights of homeland,canada the lights of homeland,1154.0,lithuanian can. r. c. cultural soc. inc.
2359,Tuesday,2016,canada,the lights of homeland,canada the lights of homeland,997.0,lithuanian can. r. c. cultural soc. inc.
344,Thursday,2013,almonte&carleton%20place,carleton placealmonte canadian gazette,carleton placealmonte canadian gazette,12812.0,metroland media group ltd.
345,Thursday,2014,almonte&carleton%20place,carleton placealmonte canadian gazette,carleton placealmonte canadian gazette,12814.0,metroland media group ltd.
346,Thursday,2015,almonte&carleton%20place,carleton placealmonte canadian gazette,carleton placealmonte canadian gazette,13376.0,metroland media group ltd.
347,Thursday,2016,almonte&carleton%20place,carleton placealmonte canadian gazette,carleton placealmonte canadian gazette,12246.0,metroland media group ltd.
348,Thursday,2017,almonte&carleton%20place,carleton placealmonte canadian gazette,carleton placealmonte canadian gazette,11690.0,metroland media group ltd.
349,Thursday,2018,almonte&carleton%20place,carleton placealmonte canadian gazette,carleton placealmonte canadian gazette,11615.0,metroland media group ltd.
350,Thursday,2019,almonte&carleton%20place,carleton placealmonte canadian gazette,carleton placealmonte canadian gazette,11326.0,metroland media group ltd.
364,Friday,2013,cfb%20borden,citizen,cfb borden citizen,7200.0,department of national defence
365,Friday,2014,cfb%20borden,citizen,cfb borden citizen,,department of national defence
366,Friday,2015,cfb%20borden,citizen,cfb borden citizen,7000.0,department of national defence
367,Friday,2016,cfb%20borden,citizen,cfb borden citizen,,department of national defence
368,Friday,2017,cfb%20borden,citizen,cfb borden citizen,,department of national defence
369,Friday,2018,cfb%20borden,citizen,cfb borden citizen,,department of national defence
370,Friday,2019,cfb%20borden,citizen,cfb borden citizen,,canadian forces morale and welfare services (cfmws)
2413,Monthly,2014,cfb%20north%20bay,the shield le bouclier,cfb north bay the shield le bouclier,1000.0,department of national defence
2414,Monthly,2015,cfb%20north%20bay,the shield le bouclier,cfb north bay the shield le bouclier,,department of national defence
2415,Monthly,2016,cfb%20north%20bay,the shield le bouclier,cfb north bay the shield le bouclier,,department of national defence
2416,Monthly,2017,cfb%20north%20bay,the shield le bouclier,cfb north bay the shield le bouclier,,department of national defence
2417,Monthly,2018,cfb%20north%20bay,the shield le bouclier,cfb north bay the shield le bouclier,,department of national defence
2418,Monthly,2019,cfb%20north%20bay,the shield le bouclier,cfb north bay the shield le bouclier,,canadian forces morale and welfare services (cfmws)
1615,Wednesday,2013,cfb%20petawawa,post,cfb petawawa post,7700.0,department of national defence
414,Friday,2013,cfb%20trenton,contact,cfb trenton contact,3000.0,department of national defence
415,Friday,2014,cfb%20trenton,contact,cfb trenton contact,,department of national defence
416,Friday,2015,cfb%20trenton,contact,cfb trenton contact,,department of national defence
417,Friday,2016,cfb%20trenton,contact,cfb trenton contact,,department of national defence
418,Friday,2017,cfb%20trenton,contact,cfb trenton contact,,department of national defence
419,Friday,2018,cfb%20trenton,contact,cfb trenton contact,,department of national defence
420,Friday,2019,cfb%20trenton,contact,cfb trenton contact,,department of national defence
694,Thursday,2014,cfsu%20ottawa,guard of honour,cfsu ottawa guard of honour,10000.0,department of national defence
695,Thursday,2015,cfsu%20ottawa,guard of honour,cfsu ottawa guard of honour,,department of national defence
696,Thursday,2016,cfsu%20ottawa,guard of honour,cfsu ottawa guard of honour,,department of national defence
697,Thursday,2017,cfsu%20ottawa,guard of honour,cfsu ottawa guard of honour,,department of national defence
698,Thursday,2018,cfsu%20ottawa,guard of honour,cfsu ottawa guard of honour,,department of national defence
699,Thursday,2019,cfsu%20ottawa,guard of honour,cfsu ottawa guard of honour,,canadian forces morale and welfare services (cfmws)
556,Sunday,2013,chapleau,express,chapleau express,1700.0,the chapleau express
557,Sunday,2014,chapleau,express,chapleau express,,the chapleau express
560,Thursday,2015,chapleau,express,chapleau express,1700.0,the chapleau express
562,Thursday,2016,chapleau,express,chapleau express,1700.0,the chapleau express
564,Thursday,2017,chapleau,express,chapleau express,1700.0,the chapleau express
566,Thursday,2018,chapleau,express,chapleau express,1700.0,the chapleau express
568,Thursday,2019,chapleau,express,chapleau express,1700.0,the chapleau express
2474,Wednesday,2013,chatham,this week,chatham this week,19641.0,sun media corporation
2476,Wednesday,2014,chatham,this week,chatham this week,19670.0,sun media corporation
2478,Wednesday,2015,chatham,this week,chatham this week,19785.0,sun media corporation
2480,Wednesday,2016,chatham,this week,chatham this week,19760.0,sun media corporation
2481,Wednesday,2017,chatham,this week,chatham this week,,postmedia network inc.
2482,Wednesday,2018,chatham,this week,chatham this week,,postmedia network inc.
2483,Wednesday,2019,chatham,this week,chatham this week,,postmedia network inc.
1633,Wednesday,2013,chesterville,record,chesterville record,1576.0,etcetera publications
1634,Wednesday,2014,chesterville,record,chesterville record,1906.0,etcetera publications
1635,Wednesday,2015,chesterville,record,chesterville record,1700.0,etcetera publications
1636,Wednesday,2016,chesterville,record,chesterville record,1582.0,etcetera publications
1637,Wednesday,2017,chesterville,record,chesterville record,1369.0,etcetera publications
2390,Thursday,2013,clarence-rockland,the musketeers journal,clarence-rockland the musketeers journal,14000.0,musketeers journal
2391,Thursday,2014,clarence-rockland,the musketeers journal,clarence-rockland the musketeers journal,,musketeers journal
385,Friday,2013,clarington,clarington this week,clarington this week,19328.0,metroland media group ltd.
386,Thursday,2013,clarington,clarington this week,clarington this week,25731.0,metroland media group ltd.
393,Wednesday,2013,clarington,clarington this week,clarington this week,25731.0,metroland media group ltd.
387,Thursday,2014,clarington,clarington this week,clarington this week,25831.0,metroland media group ltd.
394,Wednesday,2014,clarington,clarington this week,clarington this week,25845.0,metroland media group ltd.
388,Thursday,2015,clarington,clarington this week,clarington this week,117828.0,metroland media group ltd.
395,Wednesday,2015,clarington,clarington this week,clarington this week,105981.0,metroland media group ltd.
389,Thursday,2016,clarington,clarington this week,clarington this week,,metroland media group ltd.
396,Wednesday,2016,clarington,clarington this week,clarington this week,,metroland media group ltd.
390,Thursday,2017,clarington,clarington this week,clarington this week,,metroland media group ltd.
397,Wednesday,2017,clarington,clarington this week,clarington this week,,metroland media group ltd.
391,Thursday,2018,clarington,clarington this week,clarington this week,,metroland media group ltd.
398,Wednesday,2018,clarington,clarington this week,clarington this week,,metroland media group ltd.
392,Thursday,2019,clarington,clarington this week,clarington this week,,metroland media group ltd.
399,Wednesday,2019,clarington,clarington this week,clarington this week,,metroland media group ltd.
1259,Wednesday,2013,clinton,news record,clinton news record,1586.0,sun media corporation
1260,Wednesday,2014,clinton,news record,clinton news record,1427.0,sun media corporation
1261,Wednesday,2015,clinton,news record,clinton news record,1344.0,sun media corporation
1262,Wednesday,2016,clinton,news record,clinton news record,1157.0,sun media corporation
1263,Wednesday,2017,clinton,news record,clinton news record,1004.0,postmedia network inc.
1264,Wednesday,2018,clinton,news record,clinton news record,1029.0,postmedia network inc.
1265,Wednesday,2019,clinton,news record,clinton news record,,postmedia network inc.
1430,Friday,2013,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,22799.0,metroland media group ltd.
1436,Thursday,2013,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,22800.0,metroland media group ltd.
1431,Friday,2014,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,16452.0,metroland media group ltd.
1437,Thursday,2014,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,22752.0,metroland media group ltd.
1432,Friday,2015,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,16476.0,metroland media group ltd.
1438,Thursday,2015,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,22717.0,metroland media group ltd.
1433,Friday,2016,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,,metroland media group ltd.
1439,Thursday,2016,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,22631.0,metroland media group ltd.
1434,Friday,2017,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,,metroland media group ltd.
1440,Thursday,2017,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,,metroland media group ltd.
1435,Friday,2018,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,,metroland media group ltd.
1441,Thursday,2018,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,,metroland media group ltd.
1442,Thursday,2019,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,22378.0,metroland media group ltd.
400,Thursday,2013,cochrane,cochrane timespost,cochrane timespost,1935.0,sun media corporation
401,Thursday,2014,cochrane,cochrane timespost,cochrane timespost,1836.0,sun media corporation
402,Thursday,2015,cochrane,cochrane timespost,cochrane timespost,1725.0,sun media corporation
403,Thursday,2016,cochrane,cochrane timespost,cochrane timespost,1381.0,sun media corporation
404,Thursday,2017,cochrane,cochrane timespost,cochrane timespost,1223.0,postmedia network inc.
405,Thursday,2018,cochrane,cochrane timespost,cochrane timespost,1061.0,postmedia network inc.
406,Thursday,2019,cochrane,cochrane timespost,cochrane timespost,948.0,postmedia network inc.
