,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address
191,116288,Wednesday,T,2015,brampton,brampton guardian,metroland media group ltd.,0,ON,116288,metroland media group ltd.,"['brampton ,ON, Canada']"
192,116456,Friday,T,2015,brampton,brampton guardian,metroland media group ltd.,0,ON,116456,metroland media group ltd.,"['brampton ,ON, Canada']"
193,129850,Thursday,T,2015,brampton,brampton guardian,metroland media group ltd.,0,ON,129850,metroland media group ltd.,"['brampton ,ON, Canada']"
194,109469,Wednesday,T,2016,brampton,brampton guardian,metroland media group ltd.,0,ON,109469,metroland media group ltd.,"['brampton ,ON, Canada']"
195,129958,Thursday,T,2016,brampton,brampton guardian,metroland media group ltd.,0,ON,129958,metroland media group ltd.,"['brampton ,ON, Canada']"
196,116447,Friday,T,2016,brampton,brampton guardian,metroland media group ltd.,0,ON,116447,metroland media group ltd.,"['brampton ,ON, Canada']"
197,109469,Wednesday,T,2017,brampton,brampton guardian,metroland media group ltd.,0,ON,109469,metroland media group ltd.,"['brampton ,ON, Canada']"
198,116447,Friday,T,2017,brampton,brampton guardian,metroland media group ltd.,0,ON,116447,metroland media group ltd.,"['brampton ,ON, Canada']"
199,129958,Thursday,T,2017,brampton,brampton guardian,metroland media group ltd.,0,ON,129958,metroland media group ltd.,"['brampton ,ON, Canada']"
200,129958,Thursday,T,2018,brampton,brampton guardian,metroland media group ltd.,0,ON,129958,metroland media group ltd.,"['brampton ,ON, Canada']"
201,109469,Wednesday,T,2018,brampton,brampton guardian,metroland media group ltd.,0,ON,109469,metroland media group ltd.,"['brampton ,ON, Canada']"
202,116447,Friday,T,2018,brampton,brampton guardian,metroland media group ltd.,0,ON,116447,metroland media group ltd.,"['brampton ,ON, Canada']"
203,137219,Thursday,T,2019,brampton,brampton guardian,metroland media group ltd.,0,ON,137219,metroland media group ltd.,"['brampton ,ON, Canada']"
204,48220,Thursday,T,2013,brantford,brant news,metroland media group ltd.,0,ON,48220,metroland media group ltd.,"['brantford ,ON, Canada']"
205,48551,Thursday,T,2014,brantford,brant news,metroland media group ltd.,0,ON,48551,metroland media group ltd.,"['brantford ,ON, Canada']"
206,48911,Thursday,T,2015,brantford,brant news,metroland media group ltd.,0,ON,48911,metroland media group ltd.,"['brantford ,ON, Canada']"
207,49012,Thursday,T,2016,brantford,brant news,metroland media group ltd.,0,ON,49012,metroland media group ltd.,"['brantford ,ON, Canada']"
208,49012,Thursday,T,2017,brantford,brant news,metroland media group ltd.,0,ON,49012,metroland media group ltd.,"['brantford ,ON, Canada']"
209,47465,Thursday,B,2015,brantford,"brantford expositor, your tmc newspaper",sun media corporation,0,ON,47465,sun media corporation,"['brantford ,ON, Canada']"
210,47465,Thursday,B,2016,brantford,"brantford expositor, your tmc newspaper",sun media corporation,0,ON,47465,postmedia network inc.,"['brantford ,ON, Canada']"
211,47465,Thursday,B,2017,brantford,"brantford expositor, your tmc newspaper",postmedia network inc.,0,ON,47465,postmedia network inc.,"['brantford ,ON, Canada']"
212,47465,Thursday,B,2018,brantford,"brantford expositor, your tmc newspaper",postmedia network inc.,0,ON,47465,postmedia network inc.,"['brantford ,ON, Canada']"
213,47465,Thursday,B,2019,brantford,"brantford expositor, your tmc newspaper",postmedia network inc.,0,ON,47465,postmedia network inc.,"['brantford ,ON, Canada']"
214,16827,Thursday,T,2013,brighton&warkworth&campbellford,brighton Independent,metroland media group ltd.,156,ON,16983,metroland media group ltd.,"['brighton ,ON, Canada', 'warkworth ,ON, Canada', 'campbellford ,ON, Canada']"
215,16827,Thursday,T,2014,brighton&warkworth&campbellford,brighton independent,metroland media group ltd.,156,ON,16983,metroland media group ltd.,"['brighton ,ON, Canada', 'warkworth ,ON, Canada', 'campbellford ,ON, Canada']"
216,7775,Thursday,T,2015,brighton&warkworth&campbellford,brighton independent,metroland media group ltd.,0,ON,7775,metroland media group ltd.,"['brighton ,ON, Canada', 'warkworth ,ON, Canada', 'campbellford ,ON, Canada']"
217,7876,Thursday,T,2016,brighton&warkworth&campbellford,brighton independent,metroland media group ltd.,0,ON,7876,metroland media group ltd.,"['brighton ,ON, Canada', 'warkworth ,ON, Canada', 'campbellford ,ON, Canada']"
218,7874,Thursday,T,2017,brighton&warkworth&campbellford,brighton independent,metroland media group ltd.,0,ON,7874,metroland media group ltd.,"['brighton ,ON, Canada', 'warkworth ,ON, Canada', 'campbellford ,ON, Canada']"
219,7872,Thursday,T,2018,brighton&warkworth&campbellford,brighton independent,metroland media group ltd.,0,ON,7872,metroland media group ltd.,"['brighton ,ON, Canada', 'warkworth ,ON, Canada', 'campbellford ,ON, Canada']"
220,9064,Thursday,T,2019,brighton&warkworth&campbellford,brighton independent,metroland media group ltd.,0,ON,9064,metroland media group ltd.,"['brighton ,ON, Canada', 'warkworth ,ON, Canada', 'campbellford ,ON, Canada']"
221,5497,Thursday,T,2013,brock,brock citizen,metroland media group ltd.,0,ON,5497,metroland media group ltd.,"['brock ,ON, Canada']"
222,5442,Thursday,T,2014,brock,brock citizen,metroland media group ltd.,0,ON,5442,metroland media group ltd.,"['brock ,ON, Canada']"
223,5442,Thursday,T,2015,brock,brock citizen,metroland media group ltd.,0,ON,5442,metroland media group ltd.,"['brock ,ON, Canada']"
224,5442,Thursday,T,2016,brock,brock citizen,metroland media group ltd.,0,ON,5442,metroland media group ltd.,"['brock ,ON, Canada']"
225,5442,Thursday,T,2017,brock,brock citizen,metroland media group ltd.,0,ON,5442,metroland media group ltd.,"['brock ,ON, Canada']"
226,5442,Thursday,T,2018,brock,brock citizen,metroland media group ltd.,0,ON,5442,metroland media group ltd.,"['brock ,ON, Canada']"
227,5442,Thursday,T,2019,brock,brock citizen,metroland media group ltd.,0,ON,5442,metroland media group ltd.,"['brock ,ON, Canada']"
228,28135,Thursday,T,2013,brockville,brockville st. lawrence emc,metroland media group ltd.,0,ON,28135,metroland media group ltd.,"['brockville ,ON, Canada']"
229,2252,Tuesday,T,2013,tobermory,bruce peninsula press,tobermory press inc.,828,ON,3080,tobermory press inc.,"['tobermory ,ON, Canada']"
230,2229,Tuesday,T,2014,tobermory,bruce peninsula press,tobermory press inc.,851,ON,3080,tobermory press inc.,"['tobermory ,ON, Canada']"
231,2327,Tuesday,T,2015,tobermory,bruce peninsula press,tobermory press inc.,694,ON,3021,tobermory press inc.,"['tobermory ,ON, Canada']"
232,2189,Tuesday,T,2016,tobermory,bruce peninsula press,tobermory press inc.,672,ON,2861,tobermory press inc.,"['tobermory ,ON, Canada']"
233,2278,Tuesday,T,2017,tobermory,bruce peninsula press,tobermory press inc.,818,ON,3096,tobermory press inc.,"['tobermory ,ON, Canada']"
234,2278,Tuesday,T,2018,tobermory,bruce peninsula press,tobermory press inc.,818,ON,3096,tobermory press inc.,"['tobermory ,ON, Canada']"
235,2278,Tuesday,T,2019,tobermory,bruce peninsula press,tobermory press inc.,818,ON,3096,tobermory press inc.,"['tobermory ,ON, Canada']"
236,0,Wednesday,T,2013,burford,burford times,burford times,2000,ON,2000,burford times,"['burford ,ON, Canada']"
237,86,Thursday,B,2013,burks%20falls,burks falls almaguin news,metroland media group ltd.,2681,ON,2767,metroland media group ltd.,"['burks falls ,ON, Canada']"
238,49500,Wednesday,T,2013,burlington,burlington post,metroland media group ltd.,70,ON,49570,metroland media group ltd.,"['burlington ,ON, Canada']"
239,60922,Thursday,B,2013,burlington,burlington post,metroland media group ltd.,58,ON,60980,metroland media group ltd.,"['burlington ,ON, Canada']"
240,49528,Friday,T,2013,burlington,burlington post,metroland media group ltd.,178,ON,49706,metroland media group ltd.,"['burlington ,ON, Canada']"
241,60342,Thursday,B,2014,burlington,burlington post,metroland media group ltd.,36,ON,60378,metroland media group ltd.,"['burlington ,ON, Canada']"
242,37991,Wednesday,T,2014,burlington,burlington post,metroland media group ltd.,58,ON,38049,metroland media group ltd.,"['burlington ,ON, Canada']"
243,49432,Friday,T,2014,burlington,burlington post,metroland media group ltd.,151,ON,49583,metroland media group ltd.,"['burlington ,ON, Canada']"
244,49422,Friday,T,2015,burlington,burlington post,metroland media group ltd.,116,ON,49538,metroland media group ltd.,"['burlington ,ON, Canada']"
245,60229,Thursday,B,2015,burlington,burlington post,metroland media group ltd.,45,ON,60274,metroland media group ltd.,"['burlington ,ON, Canada']"
246,31839,Wednesday,T,2015,burlington,burlington post,metroland media group ltd.,45,ON,31884,metroland media group ltd.,"['burlington ,ON, Canada']"
247,48669,Friday,T,2016,burlington,burlington post,metroland media group ltd.,121,ON,48790,metroland media group ltd.,"['burlington ,ON, Canada']"
248,31839,Wednesday,T,2016,burlington,burlington post,metroland media group ltd.,45,ON,31884,metroland media group ltd.,"['burlington ,ON, Canada']"
249,59201,Thursday,B,2016,burlington,burlington post,metroland media group ltd.,44,ON,59245,metroland media group ltd.,"['burlington ,ON, Canada']"
250,59201,Thursday,B,2017,burlington,burlington post,metroland media group ltd.,44,ON,59245,metroland media group ltd.,"['burlington ,ON, Canada']"
251,48669,Friday,T,2017,burlington,burlington post,metroland media group ltd.,121,ON,48790,metroland media group ltd.,"['burlington ,ON, Canada']"
252,31839,Wednesday,T,2017,burlington,burlington post,metroland media group ltd.,45,ON,31884,metroland media group ltd.,"['burlington ,ON, Canada']"
253,59201,Thursday,B,2018,burlington,burlington post,metroland media group ltd.,44,ON,59245,metroland media group ltd.,"['burlington ,ON, Canada']"
254,57093,Thursday,B,2019,burlington,burlington post,metroland media group ltd.,0,ON,57093,metroland media group ltd.,"['burlington ,ON, Canada']"
255,14941,Thursday,T,2013,caledon,caledon citizen,london publishing corporation,285,ON,15226,london publishing corporation,"['caledon ,ON, Canada']"
256,12240,Thursday,T,2014,caledon,caledon citizen,london publishing corporation,0,ON,12240,london publishing corporation,"['caledon ,ON, Canada']"
257,18566,Thursday,T,2015,caledon,caledon citizen,london publishing corporation,0,ON,18566,london publishing corporation,"['caledon ,ON, Canada']"
258,18566,Thursday,T,2016,caledon,caledon citizen,london publishing corporation,0,ON,18566,london publishing corporation,"['caledon ,ON, Canada']"
259,18566,Thursday,T,2017,caledon,caledon citizen,london publishing corporation,0,ON,18566,london publishing corporation,"['caledon ,ON, Canada']"
260,18566,Thursday,T,2018,caledon,caledon citizen,london publishing corporation,0,ON,18566,london publishing corporation,"['caledon ,ON, Canada']"
261,18566,Thursday,T,2019,caledon,caledon citizen,london publishing corporation,0,ON,18566,london publishing corporation,"['caledon ,ON, Canada']"
262,12955,Tuesday,T,2013,caledon,caledon enterprise,metroland media group ltd.,0,ON,12955,metroland media group ltd.,"['caledon ,ON, Canada']"
263,17008,Thursday,T,2013,caledon,caledon enterprise,metroland media group ltd.,0,ON,17008,metroland media group ltd.,"['caledon ,ON, Canada']"
264,12939,Tuesday,T,2014,caledon,caledon enterprise,metroland media group ltd.,0,ON,12939,metroland media group ltd.,"['caledon ,ON, Canada']"
265,17194,Thursday,T,2014,caledon,caledon enterprise,metroland media group ltd.,0,ON,17194,metroland media group ltd.,"['caledon ,ON, Canada']"
266,10526,Tuesday,T,2015,caledon,caledon enterprise,metroland media group ltd.,0,ON,10526,metroland media group ltd.,"['caledon ,ON, Canada']"
267,18629,Thursday,T,2015,caledon,caledon enterprise,metroland media group ltd.,0,ON,18629,metroland media group ltd.,"['caledon ,ON, Canada']"
268,18657,Thursday,T,2016,caledon,caledon enterprise,metroland media group ltd.,0,ON,18657,metroland media group ltd.,"['caledon ,ON, Canada']"
269,10153,Tuesday,T,2016,caledon,caledon enterprise,metroland media group ltd.,0,ON,10153,metroland media group ltd.,"['caledon ,ON, Canada']"
270,18360,Thursday,T,2017,caledon,caledon enterprise,metroland media group ltd.,0,ON,18360,metroland media group ltd.,"['caledon ,ON, Canada']"
271,18360,Tuesday,T,2017,caledon,caledon enterprise,metroland media group ltd.,0,ON,18360,metroland media group ltd.,"['caledon ,ON, Canada']"
272,19199,Thursday,T,2018,caledon,caledon enterprise,metroland media group ltd.,0,ON,19199,metroland media group ltd.,"['caledon ,ON, Canada']"
273,19199,Tuesday,T,2018,caledon,caledon enterprise,metroland media group ltd.,0,ON,19199,metroland media group ltd.,"['caledon ,ON, Canada']"
274,19290,Thursday,T,2019,caledon,caledon enterprise,metroland media group ltd.,0,ON,19290,metroland media group ltd.,"['caledon ,ON, Canada']"
275,43185,Tuesday,T,2013,cambridge,cambridge times,metroland media group ltd.,0,ON,43185,metroland media group ltd.,"['cambridge ,ON, Canada']"
276,48113,Thursday,T,2013,cambridge,cambridge times,metroland media group ltd.,0,ON,48113,metroland media group ltd.,"['cambridge ,ON, Canada']"
277,42992,Friday,T,2013,cambridge,cambridge times,metroland media group ltd.,0,ON,42992,metroland media group ltd.,"['cambridge ,ON, Canada']"
278,48367,Thursday,T,2014,cambridge,cambridge times,metroland media group ltd.,0,ON,48367,metroland media group ltd.,"['cambridge ,ON, Canada']"
279,43389,Tuesday,T,2014,cambridge,cambridge times,metroland media group ltd.,0,ON,43389,metroland media group ltd.,"['cambridge ,ON, Canada']"
280,43183,Friday,T,2014,cambridge,cambridge times,metroland media group ltd.,0,ON,43183,metroland media group ltd.,"['cambridge ,ON, Canada']"
281,42969,Friday,T,2015,cambridge,cambridge times,metroland media group ltd.,0,ON,42969,metroland media group ltd.,"['cambridge ,ON, Canada']"
282,48168,Thursday,T,2015,cambridge,cambridge times,metroland media group ltd.,0,ON,48168,metroland media group ltd.,"['cambridge ,ON, Canada']"
283,42956,Tuesday,T,2015,cambridge,cambridge times,metroland media group ltd.,0,ON,42956,metroland media group ltd.,"['cambridge ,ON, Canada']"
284,42969,Friday,T,2016,cambridge,cambridge times,metroland media group ltd.,0,ON,42969,metroland media group ltd.,"['cambridge ,ON, Canada']"
285,41666,Tuesday,T,2016,cambridge,cambridge times,metroland media group ltd.,0,ON,41666,metroland media group ltd.,"['cambridge ,ON, Canada']"
286,46877,Thursday,T,2016,cambridge,cambridge times,metroland media group ltd.,0,ON,46877,metroland media group ltd.,"['cambridge ,ON, Canada']"
287,42969,Friday,T,2017,cambridge,cambridge times,metroland media group ltd.,0,ON,42969,metroland media group ltd.,"['cambridge ,ON, Canada']"
288,41054,Tuesday,T,2017,cambridge,cambridge times,metroland media group ltd.,0,ON,41054,metroland media group ltd.,"['cambridge ,ON, Canada']"
289,46295,Thursday,T,2017,cambridge,cambridge times,metroland media group ltd.,0,ON,46295,metroland media group ltd.,"['cambridge ,ON, Canada']"
290,45733,Thursday,T,2018,cambridge,cambridge times,metroland media group ltd.,0,ON,45733,metroland media group ltd.,"['cambridge ,ON, Canada']"
291,40898,Tuesday,T,2018,cambridge,cambridge times,metroland media group ltd.,0,ON,40898,metroland media group ltd.,"['cambridge ,ON, Canada']"
292,40511,Tuesday,T,2019,cambridge,cambridge times,metroland media group ltd.,0,ON,40511,metroland media group ltd.,"['cambridge ,ON, Canada']"
293,44949,Thursday,T,2019,cambridge,cambridge times,metroland media group ltd.,0,ON,44949,metroland media group ltd.,"['cambridge ,ON, Canada']"
294,11630,Thursday,T,2013,campbellford&northwest,campbellford/northwest emc,metroland media group ltd.,0,ON,11630,metroland media group ltd.,"['campbellford ,ON, Canada', 'northwest ,ON, Canada']"
295,23217,Tuesday,T,2013,milton,canadian champion,metroland media group ltd.,49,ON,23266,metroland media group ltd.,"['milton ,ON, Canada']"
296,28086,Thursday,T,2013,milton,canadian champion,metroland media group ltd.,54,ON,28140,metroland media group ltd.,"['milton ,ON, Canada']"
297,29702,Thursday,T,2014,milton,canadian champion,metroland media group ltd.,48,ON,29750,metroland media group ltd.,"['milton ,ON, Canada']"
298,30696,Thursday,T,2015,milton,canadian champion,metroland media group ltd.,29,ON,30725,metroland media group ltd.,"['milton ,ON, Canada']"
299,31242,Thursday,T,2016,milton,canadian champion,metroland media group ltd.,26,ON,31268,metroland media group ltd.,"['milton ,ON, Canada']"
300,31242,Thursday,T,2017,milton,canadian champion,metroland media group ltd.,26,ON,31268,metroland media group ltd.,"['milton ,ON, Canada']"
301,31242,Thursday,T,2018,milton,canadian champion,metroland media group ltd.,26,ON,31268,metroland media group ltd.,"['milton ,ON, Canada']"
302,32448,Thursday,T,2019,milton,canadian champion,metroland media group ltd.,0,ON,32448,metroland media group ltd.,"['milton ,ON, Canada']"
303,7683,Thursday,T,2013,toronto,canadian jewish news,canadian jewish news,33400,ON,41083,canadian jewish news,"['toronto ,ON, Canada']"
304,8017,Thursday,T,2014,toronto,canadian jewish news,canadian jewish news,25922,ON,33939,canadian jewish news,"['toronto ,ON, Canada']"
305,6948,Thursday,T,2015,toronto,canadian jewish news,canadian jewish news,25289,ON,32237,canadian jewish news,"['toronto ,ON, Canada']"
306,7775,Thursday,T,2016,toronto,canadian jewish news,canadian jewish news,23529,ON,31304,canadian jewish news,"['toronto ,ON, Canada']"
307,8792,Thursday,T,2017,toronto,canadian jewish news,canadian jewish news,22409,ON,31201,canadian jewish news,"['toronto ,ON, Canada']"
308,11306,Thursday,T,2018,toronto,canadian jewish news,canadian jewish news,20343,ON,31649,canadian jewish news,"['toronto ,ON, Canada']"
309,18628,Thursday,T,2019,toronto,canadian jewish news,canadian jewish news,13247,ON,31875,canadian jewish news,"['toronto ,ON, Canada']"
