,AdvNewspaper,AdvCirc,NatlLineRate,SpotColour,ProcessColour,Columns,Lines,MaterialCode,Year,AuditYear,AuditDiff,SplitIssue,AdvCircAllEds,NatlLineRateAllEds,SpotColourAllEds,ProcessColourAllEds,MarketAndNewspaper,_merge1,Removable,ADVCSD,ADVOwner,EDITION,FreeCirculation,Format,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,GPS,StdName2,StdOwner2,double,StdMarket2,RemovableSlash,Swap2017,MarketChange1,Daily,SwapNotInclude,Swap2017Affected,CSDs,first_year,equal_to_previous,FreeCircAllEds,PaidCircAllEds,TotalCircAllEds,EDITION2,_merge2,ID,ID2,EverPaidEDITION,EverFreeEDITION,EverPaid,EverFree,OpCross2017ID,OpCross2017ID2,FreeCirc_Cross17_ID2,PaidCirc_Cross17_ID2,Rate_Cross17_ID2,TotalCirc_Cross17_ID2,OpPost2017,CDs,postmedia,metroland,MetrolandOrPostmedia,Unnamed: 0,GEO UID,Province code,Province name,CD code,CD name,CSD code,CSD name,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population percentage change, 2011 to 2016",Age & Sex / Both sexes / Average age of the pnpulation ; Both sexes,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",NofID2,MeanMarketRate
2549,smiths falls record news,11010.0,0.97,335.0,1160.0,6.0,218.0,5.0,2013-01-01,2012.0,1.0,Thursday,11010.0,0.97,335.0,1160.0,smiths falls record news,both,,[nan],,Thursday,11726.0,T,smiths%20falls,smiths falls record news,metroland media group ltd.,0.0,ON,11726.0,metroland media group ltd.,"['smiths falls ,ON, Canada']","[(44.9013316, -76.0212062)]",,,,,,0.0,smiths falls,0.0,0.0,0,Smiths Falls,2013.0,0.0,11726.0,0.0,11726.0,Thursday,perfect_match,414,307,0,1,0,1,1,1,1,0,1,1,1,['Lanark'],0,1,1,2169,3509004,35,ON,9,Lanark,4,Smiths Falls,9.080345575359996,,3.822098297900159,10.213982423053066,6.478509642208569,1,0.97
1695,mildmay town country crier,1362.0,0.44,59.0,118.0,5.0,215.0,4.0,2013-01-01,2012.0,1.0,Wednesday,1362.0,0.44,59.0,118.0,mildmay town country crier,both,,[nan],,Wednesday,0.0,T,mildmay,town  country crier,mildmay town and country crier,1348.0,ON,1348.0,mildmay town and country crier,"['mildmay ,ON, Canada']","[(44.0427744, -81.1177723)]",,,,,,0.0,mildmay,0.0,0.0,0,South Bruce,2013.0,0.0,0.0,1348.0,1348.0,Wednesday,perfect_match,268,200,1,0,1,0,0,1,1,1,1,1,0,['Bruce'],0,0,0,2363,3541004,35,ON,41,Bruce,4,South Bruce,8.637639344492104,-1.6094379124341005,3.7328963395307104,10.408888489256892,6.089044875446846,1,0.44
3589,wiarton echo,1895.0,0.66,116.0,514.0,9.0,160.0,3.0,2013-01-01,2012.0,1.0,Tuesday,1895.0,0.66,116.0,514.0,wiarton echo,both,,[nan],,Tuesday,0.0,T,wiarton,wiarton echo,sun media corporation,1776.0,ON,1776.0,sun media corporation,"['wiarton ,ON, Canada']","[(44.7438271, -81.1408154)]",wiarton echo,,,,,0.0,wiarton,0.0,0.0,0,South Bruce Peninsula,2013.0,0.0,0.0,1776.0,1776.0,Tuesday,perfect_match,620,484,1,1,1,1,1,1,0,1,1,1,1,['Bruce'],1,0,1,2369,3541055,35,ON,41,Bruce,55,South Bruce Peninsula,9.038008749211576,0.0,3.9180050771056933,10.288375733655462,6.621405651764134,1,0.66
1760,morrisburg leader,2075.0,0.68,148.0,296.0,6.0,300.0,1.0,2013-01-01,2012.0,1.0,Wednesday,2075.0,0.68,148.0,296.0,morrisburg the leader,both,,[nan],,Wednesday,82.0,B,morrisburg,the leader,the morrisburg leader ltd.,1874.0,ON,1956.0,the morrisburg leader ltd.,"['morrisburg ,ON, Canada']","[(44.8977043, -75.1829545)]",the leader,,,,,0.0,morrisburg,0.0,0.0,0,South Dundas,2013.0,0.0,82.0,1874.0,1956.0,Wednesday,perfect_match,282,209,1,1,1,1,1,1,1,1,1,1,1,"['Stormont, Dundas and Glengarry']",0,0,0,2142,3501020,35,ON,1,"Stormont, Dundas and Glengarry",20,South Dundas,9.290444616217844,0.3364722366212129,3.8437441646748516,10.377171899621436,6.803505257608338,1,0.68
737,dundalk herald,1813.0,0.82,353.0,353.0,6.0,301.0,1.0,2013-01-01,2012.0,1.0,Wednesday,1813.0,0.82,353.0,353.0,dundalk herald,both,,[nan],,Wednesday,0.0,B,dundalk,herald,dundalk herald publishing,1817.0,ON,1817.0,dundalk herald publishing,"['dundalk ,ON, Canada']","[(44.1691536, -80.3965759)]",herald,,,,,0.0,dundalk,0.0,0.0,0,Southgate,2013.0,0.0,0.0,1817.0,1817.0,Wednesday,perfect_match,114,84,1,0,1,0,1,1,0,1,1,1,1,['Grey'],0,0,0,2375,3542005,35,ON,42,Grey,5,Southgate,8.903135633035538,1.1939224684724346,3.6938669956249757,10.308619271743055,6.030685260261263,1,0.82
991,glencoe transcript free press,1258.0,0.89,76.0,271.0,6.0,210.0,5.0,2013-01-01,2012.0,1.0,Thursday,1258.0,0.89,76.0,271.0,glencoe transcript free press,both,,[nan],,Thursday,0.0,T,glencoe,transcript free press,hayter-walden publications inc.,1196.0,ON,1196.0,hayter-walden publications inc.,"['glencoe ,ON, Canada']","[(42.7481918, -81.711159)]",transcript/free press,,,,,0.0,glencoe,0.0,0.0,0,Southwest Middlesex,2013.0,0.0,0.0,1196.0,1196.0,Thursday,perfect_match,159,116,1,0,1,0,0,0,0,0,0,0,0,['Middlesex'],0,0,0,2343,3539005,35,ON,39,Middlesex,5,Southwest Middlesex,8.652423140676342,,3.784189633918261,10.3885029394023,6.186208623900494,1,0.89
810,elmvale springwater news,15194.0,0.71,294.0,294.0,9.0,224.0,3.0,2013-01-01,2012.0,1.0,Thursday,15194.0,0.71,294.0,294.0,elmvale springwater news,both,,[nan],,Thursday,17155.0,T,elmvale,springwater news,springwater news,0.0,ON,17155.0,springwater news,"['elmvale ,ON, Canada']","[(44.5837294, -79.8661611)]",springwater news,,,,,0.0,elmvale,0.0,0.0,0,Springwater,2013.0,0.0,17155.0,0.0,17155.0,Thursday,perfect_match,126,93,0,1,0,1,1,1,0,0,1,0,1,['Simcoe'],0,0,0,2386,3543009,35,ON,43,Simcoe,9,Springwater,9.855347177208193,1.7227665977411035,3.7328963395307104,10.59865516698957,8.042699496897637,2,1.04
2925,strathroy age dispatch,2263.0,1.08,128.0,469.0,9.0,160.0,3.0,2013-01-01,2012.0,1.0,Thursday,2263.0,1.08,128.0,469.0,strathroy age dispatch,both,,[nan],,Thursday,0.0,T,strathroy,age dispatch,sun media corporation,2263.0,ON,2263.0,sun media corporation,"['strathroy ,ON, Canada']","[(42.966146, -81.59100834347846)]",age dispatch,,,,,0.0,strathroy,0.0,0.0,0,Strathroy-Caradoc,2013.0,0.0,0.0,2263.0,2263.0,Thursday,perfect_match,483,372,1,0,1,0,1,1,0,0,1,0,1,['Middlesex'],1,0,1,2344,3539015,35,ON,39,Middlesex,15,Strathroy-Caradoc,9.945972164142283,-0.6931471805599453,3.768152635008444,10.464045753403807,7.596392304064196,1,1.08
2970,tecumseh shoreline week,17000.0,1.34,129.0,388.0,6.0,204.0,5.0,2013-01-01,2012.0,1.0,Friday,17000.0,1.34,129.0,388.0,tecumseh st. clair beach windsor shoreline week,both,,[nan],,Friday,17312.0,T,tecumseh&st.%20clair%20beach&windsor,shoreline week,postmedia network inc.,0.0,ON,17312.0,postmedia network inc.,"['tecumseh ,ON, Canada', 'st. clair beach ,ON, Canada', 'windsor ,ON, Canada']","[(42.3117951, -82.8861974), (42.3202229, -82.8588507), (42.3167397, -83.0373389)]",shoreline week,,,,,0.0,tecumseh st. clair beach windsor,0.0,0.0,0,Tecumseh,2013.0,0.0,17312.0,0.0,17312.0,Friday,perfect_match,492,380,0,1,0,1,1,1,0,0,1,0,1,"['Essex', 'Essex']",1,0,1,2326,3537048,35,ON,37,Essex,48,Tecumseh,10.053199825764455,,3.7909846770510898,10.655870155127044,8.446985296372741,1,1.34
1820,new liskeard temiskaming speaker,9571.0,1.59,265.0,559.0,5.0,220.0,4.0,2013-01-01,2012.0,1.0,Friday,6612.0,1.59,265.0,559.0,new liskeard temiskaming speaker,both,,[nan],,Friday,54.0,B,new%20liskeard,temiskaming speaker,london publishing corporation,3446.0,ON,3500.0,london publishing corporation,"['new liskeard ,ON, Canada']","[(47.508731, -79.6789029)]",,,,,,0.0,new liskeard,0.0,0.0,0,Temiskaming Shores,2013.0,0.0,54.0,3446.0,3500.0,Wednesday,left_imperfect_match,294,218,1,1,1,1,1,1,1,1,1,1,1,['Timiskaming'],0,0,0,2518,3554020,35,ON,54,Timiskaming,20,Temiskaming Shores,9.202408001649903,,3.817712325956905,10.377949976565812,6.994849985833071,2,1.59
2983,terrace bay schreiber news,352.0,1.13,212.0,412.0,5.0,224.0,4.0,2013-01-01,2012.0,1.0,Tuesday,352.0,1.13,212.0,412.0,terrace bay schreiber news,both,,[nan],,Tuesday,0.0,T,terrace%20bay&schreiber,news,lakeshore community publishing ltd.,362.0,ON,362.0,lakeshore community publishing,"['terrace bay ,ON, Canada', 'schreiber ,ON, Canada']","[(48.782437, -87.102356), (48.8114595, -87.2627416)]",news,lakeshore community publishing ltd.,,,,0.0,terrace bay schreiber,0.0,0.0,0,Terrace Bay,2013.0,0.0,0.0,362.0,362.0,Tuesday,perfect_match,493,381,1,1,1,1,1,1,0,1,1,0,1,"['Thunder Bay', 'Thunder Bay']",0,0,0,2607,3558054,35,ON,58,Thunder Bay,54,Terrace Bay,7.385230923066573,2.3513752571634776,3.832979798087693,10.648728956654207,5.25227342804663,1,1.13
710,dorchester signpost,1766.0,1.06,176.0,529.0,5.0,221.0,4.0,2013-01-01,2012.0,1.0,Wednesday,1766.0,1.06,176.0,529.0,dorchester signpost,both,,[nan],,Wednesday,0.0,T,dorchester,signpost,dorchester signpost,1766.0,ON,1766.0,dorchester signpost,"['dorchester ,ON, Canada']","[(42.9886863, -81.0586953)]",signpost,,,,,0.0,dorchester,0.0,0.0,0,Thames Centre,2013.0,0.0,0.0,1766.0,1766.0,Wednesday,perfect_match,107,79,1,0,1,0,1,1,0,1,1,1,1,['Middlesex'],0,0,0,2348,3539027,35,ON,39,Middlesex,27,Thames Centre,9.487365864239434,0.9162907318741551,3.754198920234579,10.647898027033614,7.349873704738337,1,1.06
264,,,,,,,,,2013-01-01,,,,,,,,blue mountains courierherald,,,[nan],,Wednesday,0.0,B,blue%20mountains,blue mountains courierherald,metroland media group ltd.,547.0,ON,547.0,metroland media group ltd.,"['blue mountains ,ON, Canada']","[(44.4992906, -80.3417924)]",,,,,,0.0,blue mountains,0.0,0.0,0,The Blue Mountains,2013.0,0.0,0.0,547.0,547.0,Wednesday,right_only,42,33,1,0,1,0,0,0,0,0,0,0,0,['Grey'],0,1,1,2379,3542045,35,ON,42,Grey,45,The Blue Mountains,8.857372832825773,2.2925347571405443,3.966511190712216,10.54702423254274,7.60887062919126,1,
3057,thessalon north shore sentinel,2089.0,0.71,118.0,353.0,6.0,205.0,5.0,2013-01-01,2012.0,1.0,Wednesday,2089.0,0.71,118.0,353.0,thessalon north shore sentinel,both,,[nan],,Wednesday,115.0,T,thessalon,north shore sentinel,rankin publications,1989.0,ON,2104.0,rankin publications,"['thessalon ,ON, Canada']","[(46.2638311, -83.5483478)]",,,,,,0.0,thessalon,0.0,0.0,0,Thessalon,2013.0,0.0,115.0,1989.0,2104.0,Wednesday,perfect_match,507,394,1,1,1,1,1,1,1,1,1,1,1,['Algoma'],0,0,0,2573,3557028,35,ON,57,Algoma,28,Thessalon,7.160069207596127,0.4054651081081644,3.9589065913269965,10.311649022192036,4.454347296253507,1,0.71
3073,thunder bay source,43740.0,1.75,184.0,404.0,9.0,157.0,3.0,2013-01-01,2012.0,1.0,Friday,43740.0,1.75,184.0,404.0,thunder bay source,both,,[nan],,Friday,43740.0,T,thunder%20bay,thunder bay source,thunder bay post inc.,0.0,ON,43740.0,thunder bay post inc.,"['thunder bay ,ON, Canada']","[(49.809661, -88.4811791)]",,,,,,0.0,thunder bay,0.0,0.0,0,Thunder Bay,2013.0,0.0,43740.0,0.0,43740.0,Friday,perfect_match,512,397,0,1,0,1,0,1,1,0,1,1,0,['Thunder Bay'],0,0,0,2497,3558004,35,ON,58,Thunder Bay,4,Thunder Bay,11.58905282535778,-0.5108256237659907,3.7909846770510898,10.485395862604143,9.7881328161731,1,1.75
2809,,,,,,,,,2015-01-01,,,,,,,,snap tillsonburg,,,[nan],,Monthly,10000.0,T,tillsonburg,snap tillsonburg,snapd inc.,0.0,ON,10000.0,snapd inc.,"['tillsonburg ,ON, Canada']","[(42.859494, -80.7265015)]",,,,,,0.0,tillsonburg,0.0,0.0,0,Tillsonburg,2015.0,0.0,10000.0,0.0,10000.0,Monthly,right_only,460,352,0,1,0,1,1,1,0,0,0,0,1,['Oxford'],0,0,0,2302,3532004,35,ON,32,Oxford,4,Tillsonburg,9.672374831572242,1.547562508716013,3.8543938925915096,10.380994213509263,7.237778191923443,3,1.1
3118,,,,,,,,,2013-01-01,,,,,,,,timmins nouvelles les,,,[nan],,Wednesday,0.0,T,timmins,nouvelles les,sun media corporation,7240.0,ON,7240.0,sun media corporation,"['timmins ,ON, Canada']","[(48.477473, -81.330414)]",,,,,,0.0,timmins,0.0,0.0,0,Timmins,2013.0,0.0,0.0,7240.0,7240.0,Wednesday,right_only,522,402,1,0,1,0,0,0,0,0,0,0,0,['Cochrane'],1,0,1,2541,3556027,35,ON,56,Cochrane,27,Timmins,10.640388425985996,,3.7256934272366524,10.50306553689991,8.261268150577648,2,1.42
230,east york beach neighbourhood voice,45704.0,6.18,,1160.0,10.0,161.0,10.0,2019-01-01,2018.0,1.0,Thursday,45704.0,6.18,,1160.0,beach east york neighbourhood voice,both,,[nan],,Thursday,45683.0,T,east%20york,beach  east york neighbourhood voice,metroland media group ltd.,0.0,ON,45683.0,metroland media group ltd.,"['east york ,ON, Canada']","[(43.699971000000005, -79.33251996261595)]",,,,,,0.0,east york,0.0,0.0,0,Toronto,2019.0,0.0,45683.0,0.0,45683.0,Thursday,perfect_match,36,27,0,1,0,1,0,0,0,0,0,0,0,['Toronto'],0,1,1,2243,3520005,35,ON,20,Toronto,5,Toronto,14.82038782561384,1.7047480922384253,3.728100167267218,10.311948169624092,13.635493543671203,53,3.573529411764706
335,brighton independent,,1.72,335.0,1160.0,10.0,175.0,10.0,2013-01-01,2009.0,4.0,Thursday,,1.72,335.0,1160.0,brighton independent,both,,[nan],,Thursday,16827.0,T,brighton&warkworth&campbellford,brighton independent,metroland media group ltd.,156.0,ON,16983.0,metroland media group ltd.,"['brighton ,ON, Canada', 'warkworth ,ON, Canada', 'campbellford ,ON, Canada']","[(44.0422275, -77.7370071), (44.2019073, -77.8868553), (44.3085912, -77.798084)]",,,,,,0.0,brighton warkworth campbellford,0.0,0.0,0,Trent Hills,2013.0,0.0,16827.0,156.0,16983.0,Thursday,perfect_match,56,44,1,1,1,1,1,1,1,0,1,1,1,"['Northumberland', 'Northumberland']",0,1,1,2211,3514045,35,ON,14,Northumberland,45,Trent Hills,9.465060106725137,1.1939224684724346,3.8958936234982624,10.284455029043892,7.039660349862076,2,1.4249999999999998
3044,tweed news,957.0,1.01,153.0,588.0,6.0,294.0,1.0,2013-01-01,2012.0,1.0,Wednesday,957.0,1.01,153.0,588.0,the tweed news,both,,[nan],,Wednesday,41.0,B,tweed,the tweed news,tweed news publishing co. ltd.,915.0,ON,956.0,tweed news publishing co. ltd.,"['tweed ,ON, Canada']","[(44.4764863, -77.3119649)]",,,,,,0.0,tweed,0.0,0.0,0,Tweed,2013.0,0.0,41.0,915.0,956.0,Wednesday,perfect_match,505,392,1,1,1,1,1,1,1,1,1,1,1,['Hastings'],0,0,0,2193,3512030,35,ON,12,Hastings,30,Tweed,8.706986763048892,-0.2231435513142097,3.8628327612373745,10.23221559442391,6.089044875446846,1,1.01
2359,port perry uxbridge the standard,12231.0,1.22,100.0,176.0,6.0,196.0,5.0,2013-01-01,2012.0,1.0,Thursday,12231.0,1.22,100.0,176.0,port perry uxbridge the standard,both,,[nan],,Thursday,,T,port%20perry&uxbridge,the standard,scugog standard shareholders inc.,,ON,,,"['port perry ,ON, Canada', 'uxbridge ,ON, Canada']","[(44.1054151, -78.9425076), (44.1088502, -79.1226768)]",the standard,,,,,0.0,port perry uxbridge,0.0,0.0,0,Uxbridge,2013.0,0.0,,,,Thursday,left_only,382,282,1,1,1,1,1,1,0,0,1,0,1,"['Durham', 'Durham']",0,0,0,2231,3518029,35,ON,18,Durham,29,Uxbridge,9.960670966063581,1.308332819650179,3.7773481021015445,10.587240747454205,8.291797105048733,2,1.3900000000000001
2422,richmond hill thornhill liberal,83140.0,5.44,335.0,1160.0,10.0,175.0,10.0,2013-01-01,2012.0,1.0,Thursday,83140.0,5.44,335.0,1160.0,richmond hill thornhill the liberal,both,,[nan],,Saturday,49512.0,T,richmond%20hill&thornhill,the liberal,mdtroland media group ltd.,0.0,ON,49512.0,metroland media group ltd.,"['richmond hill ,ON, Canada', 'thornhill ,ON, Canada']","[(43.8801166, -79.4392925), (43.8161477, -79.4245925)]",the liberal,,,,,0.0,richmond hill thornhill,0.0,0.0,0,Vaughan,2013.0,0.0,65489.5,0.0,65489.5,Saturday,right_imperfect_match,392,292,0,1,0,1,0,1,1,0,1,1,0,"['York', 'York']",0,1,1,2233,3519028,35,ON,19,York,28,Vaughan,12.632104794578302,1.9740810260220096,3.6938669956249757,10.478442238622868,11.281132111748349,6,4.033333333333333
923,forest watford standard guide advocate,2069.0,1.2,,282.0,6.0,210.0,5.0,2016-01-01,2015.0,1.0,Thursday,2069.0,1.2,,282.0,forest watford standard guide advocate,both,,[nan],,Thursday,0.0,T,forest&watford,standard guide advocate,hayter-walden publications inc.,656.0,ON,656.0,hayter-walden publications inc.,"['forest ,ON, Canada', 'watford ,ON, Canada']","[(43.1007795, -82.0003357), (42.9480988, -81.8802713)]",,,,,,0.0,forest watford,0.0,0.0,0,Warwick,2016.0,0.0,0.0,656.0,656.0,Thursday,perfect_match,148,108,1,0,1,0,1,1,0,0,1,0,1,"['Lambton', 'Lambton']",0,0,0,2340,3538043,35,ON,38,Lambton,43,Warwick,8.214194414852564,-1.203972804325936,3.730501128804756,10.424214000979381,5.5053315359323625,1,1.2
3485,wasaga stayner sun,9085.0,2.16,335.0,1160.0,10.0,175.0,10.0,2013-01-01,2012.0,1.0,Wednesday,9085.0,2.16,335.0,1160.0,wasaga stayner the sun,both,,[nan],,Wednesday,,T,wasaga&stayner,the sun,metroland media group ltd.,,ON,,,"['wasaga ,ON, Canada', 'stayner ,ON, Canada']","[(44.5224813, -80.0203156), (44.4194642, -80.0904451)]",,,,,,0.0,wasaga stayner,0.0,0.0,0,Wasaga Beach,2015.0,0.0,,,,Thursday,left_only,604,471,0,0,0,0,0,1,1,0,1,1,0,"['Simcoe', 'Simcoe']",0,1,1,2397,3543064,35,ON,43,Simcoe,64,Wasaga Beach,9.93672888631593,2.9391619220655967,3.9318256327243257,10.293703649881554,7.628517626575055,2,2.16
2656,,,,,,,,,2015-01-01,,,,,,,,snap kitchener waterloo,,,[nan],,Monthly,10000.0,T,kitchener&waterloo,snap kitchener waterloo,snapd inc.,0.0,ON,10000.0,snapd inc.,"['kitchener ,ON, Canada', 'waterloo ,ON, Canad`']","[(43.451291, -80.4927815), (43.4652699, -80.5222961)]",,,,,,0.0,kitchener waterloo,0.0,0.0,0,Waterloo,2015.0,0.0,10000.0,0.0,10000.0,Monthly,right_only,432,325,0,1,0,1,1,1,0,0,0,0,1,"['Waterloo', 'Waterloo']",0,0,0,2291,3530016,35,ON,30,Waterloo,16,Waterloo,11.56159181195082,1.9878743481543455,3.6888794541139363,10.482681853020042,10.413192548633416,2,1.67
3523,wawa algoma news review,889.0,0.6,224.0,671.0,5.0,207.0,4.0,2013-01-01,2012.0,1.0,Wednesday,889.0,0.6,224.0,671.0,wawa the algoma news review,both,,[nan],,Wednesday,85.0,T,wawa,the algoma news review,wawa print & litho inc.,739.0,ON,824.0,wawa print & litho inc.,"['wawa ,ON, Canada']","[(47.9929283, -84.7740199)]",,,,,,0.0,wawa,0.0,0.0,0,Wawa,2013.0,0.0,85.0,739.0,824.0,Wednesday,perfect_match,609,475,1,1,1,1,1,1,0,1,1,1,1,['Algoma'],0,0,0,2587,3557076,35,ON,57,Algoma,76,Wawa,7.974532844130228,,3.7977338590260183,10.468318290380624,5.723585101952381,1,0.6
129,arthur enterprise news,575.0,0.86,335.0,1160.0,10.0,175.0,10.0,2013-01-01,2012.0,1.0,Friday,575.0,0.86,335.0,1160.0,arthur enterprise news,both,,[nan],,Friday,12.0,T,arthur,arthur enterprise news,metroland media group ltd.,510.0,ON,522.0,metroland media group ltd.,"['arthur ,ON, Canada']","[(43.8309446, -80.5355526)]",,,,,,0.0,arthur,0.0,0.0,0,Wellington North,2013.0,0.0,12.0,510.0,522.0,Wednesday,left_imperfect_match,17,14,1,1,1,1,0,0,0,0,0,0,0,['Wellington'],0,1,1,2262,3523050,35,ON,23,Wellington,50,Wellington North,9.385553389532843,1.5686159179138452,3.7612001156935624,10.36910658346404,6.628041376179533,3,0.77
3538,west lorne west elgin chronicle,5782.0,0.98,147.0,471.0,9.0,160.0,3.0,2013-01-01,2012.0,1.0,Thursday,5782.0,0.98,147.0,471.0,west elgin chronicle,both,,[nan],,Thursday,5601.0,T,west%20elgin,chronicle,sun media corporation,94.0,ON,5695.0,sun media corporation,"['west elgin ,ON, Canada']","[(42.567862000000005, -81.64382954485299)]",chronicle,,,,,0.0,west elgin,0.0,0.0,0,West Elgin,2013.0,0.0,5601.0,94.0,5695.0,Thursday,perfect_match,612,478,1,1,1,1,1,1,0,0,1,0,1,['Elgin'],1,0,1,2316,3534042,35,ON,34,Elgin,42,West Elgin,8.516392871245468,,3.8199077165203406,10.288681923801933,5.87493073085203,1,0.98
1056,grimsby lincoln west lincoln news now,,,,,6.0,210.0,5,2013-01-01,0.0,2014.0,Thursday,,,,,grimsby lincoln west lincoln newsnow,both,,[nan],,Thursday,22500.0,T,grimsby&lincoln&west%20lincoln,newsnow,mike williscraft,0.0,ON,22500.0,,"['grimsby ,ON, Canada', 'lincoln ,ON, Canada', 'west lincoln ,ON, Canada']","[(43.1931661, -79.560677), (43.17354975, -79.41600688766434), (43.0724658, -79.56674110883324)]",,,,,,0.0,grimsby lincoln west lincoln,0.0,0.0,0,West Lincoln,2013.0,0.0,22500.0,0.0,22500.0,Thursday,right_only,168,122,0,1,0,1,1,1,0,0,1,0,1,"['Niagara', 'Niagara', 'Niagara']",0,0,0,2271,3526021,35,ON,26,Niagara,21,West Lincoln,9.581972891547895,1.7578579175523736,3.6913763343125234,10.507584916262562,7.241366283322318,1,
3545,sturgeon falls west nipissing tribune,,0.91,247.0,553.0,6.0,196.0,5.0,2013-01-01,2011.0,2.0,Wednesday,,0.91,247.0,553.0,west nipissing tribune,both,,[nan],,Wddnesday,0.0,T,west%20nipissing,tribune,ontario inc.,1959.0,ON,1959.0,ontario inc.,"['west nipissing ,ON, Canada']","[(46.3653409, -79.9321566)]",tribune,,,,,0.0,west nipissing,0.0,0.0,0,West Nipissing / Nipissing Ouest,2013.0,0.0,0.0,1959.0,1959.0,Wednesday,perfect_match,613,479,1,0,1,0,1,1,0,1,1,1,1,['Nipissing'],0,0,0,2444,3548055,35,ON,48,Nipissing,55,West Nipissing / Nipissing Ouest,9.57254997141339,0.9162907318741551,3.8394523125933104,10.321539776149764,7.017506142941256,1,0.91
1753,mitchell advocate,2191.0,0.78,88.0,294.0,9.0,160.0,3.0,2013-01-01,2012.0,1.0,Wednesday,2191.0,0.78,88.0,294.0,mitchell advocate,both,,[nan],,Wednesday,32.0,T,mitchell,advocate,sun media corporation,2062.0,ON,2094.0,sun media corporation,"['mitchell ,ON, Canada']","[(43.467942, -81.197899)]",advocate,,,,,0.0,mitchell,0.0,0.0,0,West Perth,2013.0,0.0,32.0,2062.0,2094.0,Wednesday,perfect_match,281,208,1,1,1,1,1,1,1,1,1,1,1,['Perth'],1,0,1,2298,3531025,35,ON,31,Perth,25,West Perth,9.089979015305,-0.916290731874155,3.720862499966987,10.532895892129066,6.647688373563329,1,0.78
3552,westport review mirror,1724.0,0.74,176.0,324.0,6.0,210.0,5.0,2013-01-01,2012.0,1.0,Thursday,1724.0,0.74,176.0,324.0,westport review mirror,both,,[nan],,Thursday,57.0,T,westport,review mirror,the mirror group,1662.0,ON,1719.0,the mirror group,"['westport ,ON, Canada']","[(44.678462, -76.397463)]",review mirror,,,,,0.0,westport,0.0,0.0,0,Westport,2013.0,0.0,57.0,1662.0,1719.0,Thursday,perfect_match,614,480,1,1,1,1,1,1,1,1,1,1,1,['Leeds and Grenville'],0,0,0,2163,3507033,35,ON,7,Leeds and Grenville,33,Westport,6.3818160174060985,,3.955082494888593,10.26965727803665,4.110873864173311,1,0.74
2824,,,,,,,,,2015-01-01,,,,,,,,snap whitby,,,[nan],,Monthly,10000.0,T,whitby,snap whitby,snapd inc.,0.0,ON,10000.0,snapd inc.,"['whitby ,ON, Canada']","[(43.87982, -78.9421751)]",,,,,,0.0,whitby,0.0,0.0,0,Whitby,2015.0,0.0,10000.0,0.0,10000.0,Monthly,right_only,463,355,0,1,0,1,1,1,0,0,0,0,1,['Durham'],0,0,0,2226,3518009,35,ON,18,Durham,9,Whitby,11.762734315993836,1.824549292051046,3.673765816303888,10.651193938585422,10.147648679072807,2,
2793,,,,,,,,,2015-01-01,,,,,,,,snap stouffville uxbridge,,,[nan],,Monthly,10000.0,T,stouffville&uxbridge,snap stouffville uxbridge,snapd inc.,0.0,ON,10000.0,snapd inc.,"['stouffville ,ON, Canada', 'uxbridge ,ON, Canada']","[(43.9717581, -79.2454446), (44.1088502, -79.1226768)]",,,,,,0.0,stouffville uxbridge,0.0,0.0,0,Whitchurch-Stouffville,2015.0,0.0,10000.0,0.0,10000.0,Monthly,right_only,458,350,0,1,0,1,1,1,0,0,0,0,1,"['Durham', 'York']",0,0,0,2236,3519044,35,ON,19,York,44,Whitchurch-Stouffville,10.732868720419352,3.126760535960395,3.703768066607687,10.619276463576899,9.26302769425519,2,1.75
2252,parry sound beacon star,8000.0,1.49,335.0,1160.0,10.0,175.0,10.0,2013-01-01,2012.0,1.0,Friday,8000.0,1.49,335.0,1160.0,parry sound beacon star,both,,[nan],,Friday,7838.0,T,parry%20sound,beacon star,metroland media group ltd.,133.0,ON,7971.0,metroland media group ltd.,"['parry sound ,ON, Canada']","[(45.6675279, -80.1055284)]",beacon star,,,,,0.0,parry sound,0.0,0.0,0,Whitestone,2013.0,0.0,7838.0,133.0,7971.0,Friday,perfect_match,364,266,1,1,1,1,1,1,1,0,1,1,1,['Parry Sound'],0,1,1,2462,3549039,35,ON,49,Parry Sound,39,Whitestone,6.821107472256465,-0.2231435513142097,4.021773869387265,10.262594536666143,4.110873864173311,2,1.4100000000000001
